latitud,longitud,co2,fecha
14.617329 ,-90.5577767,136,2017-10-0914:11:55
14.599791,-90.5603007,59,2017-10-0914:11:56
14.600165,-90.5613953,104,2017-10-0914:11:57
14.600617,-90.5621353,89,2017-10-0914:11:58
14.60123,-90.5626773,84,2017-10-0914:11:59
14.602154,-90.5626453,134,2017-10-0914:12:00
14.602154,-90.5626453,62,2017-10-0914:12:01
14.603306,-90.5619693,55,2017-10-0914:12:02
14.6051149,-90.5603469,101,2017-10-0914:12:03
14.604715,-90.5609583,121,2017-10-0914:12:04
14.605338,-90.5605023,90,2017-10-0914:12:05
14.606263,-90.5599273,106,2017-10-0914:12:06
14.607182,-90.5591653,118,2017-10-0914:12:07
14.608106,-90.5585483,87,2017-10-0914:12:08
14.608615, -90.5581243,211,2017-10-0914:12:09
14.609274,-90.5577433,127,2017-10-0914:12:10
14.6117038 ,-90.5554317,145,2017-10-0914:12:11
14.611086,-90.5565153,146,2017-10-0914:12:12
14.611719,-90.5560973,124,2017-10-0914:12:13
14.611719,-90.5560973,114,2017-10-0914:12:14
14.612887,-90.5555983,146,2017-10-0914:12:15
14.613681 ,-90.5553033,62,2017-10-0914:12:16
14.614631,-90.5552983,117,2017-10-0914:12:17
14.618472,-90.5579157,99,2017-10-0914:12:18
14.619437,-90.5585167,132,2017-10-0914:12:19
14.620683,-90.5592247,115,2017-10-0914:12:20
14.62141,-90.5596217,123,2017-10-0914:12:21
14.62276 ,-90.5600397,147,2017-10-0914:12:22
14.623372,-90.5605227,71,2017-10-0914:12:23
14.623756,-90.5604157,100,2017-10-0914:12:24
14.623559,-90.5608987,114,2017-10-0914:12:25
14.623403,-90.5611777,123,2017-10-0914:12:26
14.622832,-90.5621437,130,2017-10-0914:12:27
14.622375,-90.5621757,129,2017-10-0914:12:28
14.621534,-90.5616817,344,2017-10-0914:12:29
14.621212,-90.5612097,75,2017-10-0914:12:30
14.621866,-90.5600727,73,2017-10-0914:12:31
14.620039,-90.5591287,58,2017-10-0914:12:32
14.617329 ,-90.5577767,126,2017-10-0914:12:33
14.599791,-90.5603007,81,2017-10-0914:12:34
14.600165,-90.5613953,144,2017-10-0914:12:35
14.600617,-90.5621353,148,2017-10-0914:12:36
14.60123,-90.5626773,99,2017-10-0914:12:37
14.602154,-90.5626453,125,2017-10-0914:12:38
14.602154,-90.5626453,80,2017-10-0914:12:39
14.603306,-90.5619693,128,2017-10-0914:12:40
14.6051149,-90.5603469,83,2017-10-0914:12:41
14.604715,-90.5609583,83,2017-10-0914:12:42
14.605338,-90.5605023,76,2017-10-0914:12:43
14.606263,-90.5599273,117,2017-10-0914:12:44
14.607182,-90.5591653,96,2017-10-0914:12:45
14.608106,-90.5585483,140,2017-10-0914:12:46
14.608615, -90.5581243,77,2017-10-0914:12:47
14.609274,-90.5577433,96,2017-10-0914:12:48
14.6117038 ,-90.5554317,357,2017-10-0914:12:49
14.611086,-90.5565153,76,2017-10-0914:12:50
14.611719,-90.5560973,146,2017-10-0914:12:51
14.611719,-90.5560973,119,2017-10-0914:12:52
14.612887,-90.5555983,127,2017-10-0914:12:53
14.613681 ,-90.5553033,119,2017-10-0914:12:54
14.614631,-90.5552983,62,2017-10-0914:12:55
14.618472,-90.5579157,131,2017-10-0914:12:56
14.619437,-90.5585167,120,2017-10-0914:12:57
14.620683,-90.5592247,58,2017-10-0914:12:58
14.62141,-90.5596217,87,2017-10-0914:12:59
14.62276 ,-90.5600397,93,2017-10-0914:13:00
14.623372,-90.5605227,86,2017-10-0914:13:01
14.623756,-90.5604157,82,2017-10-0914:13:02
14.623559,-90.5608987,100,2017-10-0914:13:03
14.623403,-90.5611777,129,2017-10-0914:13:04
14.622832,-90.5621437,113,2017-10-0914:13:05
14.622375,-90.5621757,69,2017-10-0914:13:06
14.621534,-90.5616817,117,2017-10-0914:13:07
14.621212,-90.5612097,100,2017-10-0914:13:08
14.621866,-90.5600727,306,2017-10-0914:13:09
14.620039,-90.5591287,91,2017-10-0914:13:10
14.617329 ,-90.5577767,131,2017-10-0914:13:11
14.599791,-90.5603007,64,2017-10-0914:13:12
14.600165,-90.5613953,59,2017-10-0914:13:13
14.600617,-90.5621353,81,2017-10-0914:13:14
14.60123,-90.5626773,70,2017-10-0914:13:15
14.602154,-90.5626453,61,2017-10-0914:13:16
14.602154,-90.5626453,140,2017-10-0914:13:17
14.603306,-90.5619693,126,2017-10-0914:13:18
14.6051149,-90.5603469,83,2017-10-0914:13:19
14.604715,-90.5609583,104,2017-10-0914:13:20
14.605338,-90.5605023,149,2017-10-0914:13:21
14.606263,-90.5599273,104,2017-10-0914:13:22
14.607182,-90.5591653,112,2017-10-0914:13:23
14.608106,-90.5585483,78,2017-10-0914:13:24
14.608615, -90.5581243,127,2017-10-0914:13:25
14.609274,-90.5577433,81,2017-10-0914:13:26
14.6117038 ,-90.5554317,118,2017-10-0914:13:27
14.611086,-90.5565153,67,2017-10-0914:13:28
14.611719,-90.5560973,372,2017-10-0914:13:29
14.611719,-90.5560973,72,2017-10-0914:13:30
14.612887,-90.5555983,122,2017-10-0914:13:31
14.613681 ,-90.5553033,91,2017-10-0914:13:32
14.614631,-90.5552983,81,2017-10-0914:13:33
14.618472,-90.5579157,148,2017-10-0914:13:34
14.619437,-90.5585167,93,2017-10-0914:13:35
14.620683,-90.5592247,108,2017-10-0914:13:36
14.62141,-90.5596217,143,2017-10-0914:13:37
14.62276 ,-90.5600397,65,2017-10-0914:13:38
14.623372,-90.5605227,122,2017-10-0914:13:39
14.623756,-90.5604157,149,2017-10-0914:13:40
14.623559,-90.5608987,67,2017-10-0914:13:41
14.623403,-90.5611777,61,2017-10-0914:13:42
14.622832,-90.5621437,97,2017-10-0914:13:43
14.622375,-90.5621757,78,2017-10-0914:13:44
14.621534,-90.5616817,147,2017-10-0914:13:45
14.621212,-90.5612097,53,2017-10-0914:13:46
14.621866,-90.5600727,128,2017-10-0914:13:47
14.620039,-90.5591287,142,2017-10-0914:13:48
14.617329 ,-90.5577767,159,2017-10-0914:13:49
14.599791,-90.5603007,111,2017-10-0914:13:50
14.600165,-90.5613953,147,2017-10-0914:13:51
14.600617,-90.5621353,70,2017-10-0914:13:52
14.60123,-90.5626773,104,2017-10-0914:13:53
14.602154,-90.5626453,132,2017-10-0914:13:54
14.602154,-90.5626453,130,2017-10-0914:13:55
14.603306,-90.5619693,149,2017-10-0914:13:56
14.6051149,-90.5603469,97,2017-10-0914:13:57
14.604715,-90.5609583,52,2017-10-0914:13:58
14.605338,-90.5605023,104,2017-10-0914:13:59
14.606263,-90.5599273,109,2017-10-0914:14:00
14.607182,-90.5591653,55,2017-10-0914:14:01
14.608106,-90.5585483,62,2017-10-0914:14:02
14.608615, -90.5581243,126,2017-10-0914:14:03
14.609274,-90.5577433,111,2017-10-0914:14:04
14.6117038 ,-90.5554317,62,2017-10-0914:14:05
14.611086,-90.5565153,89,2017-10-0914:14:06
14.611719,-90.5560973,77,2017-10-0914:14:07
14.611719,-90.5560973,83,2017-10-0914:14:08
14.612887,-90.5555983,347,2017-10-0914:14:09
14.613681 ,-90.5553033,120,2017-10-0914:14:10
14.614631,-90.5552983,99,2017-10-0914:14:11
14.618472,-90.5579157,91,2017-10-0914:14:12
14.619437,-90.5585167,70,2017-10-0914:14:13
14.620683,-90.5592247,141,2017-10-0914:14:14
14.62141,-90.5596217,82,2017-10-0914:14:15
14.62276 ,-90.5600397,81,2017-10-0914:14:16
14.623372,-90.5605227,142,2017-10-0914:14:17
14.623756,-90.5604157,76,2017-10-0914:14:18
14.623559,-90.5608987,128,2017-10-0914:14:19
14.623403,-90.5611777,121,2017-10-0914:14:20
14.622832,-90.5621437,75,2017-10-0914:14:21
14.622375,-90.5621757,107,2017-10-0914:14:22
14.621534,-90.5616817,104,2017-10-0914:14:23
14.621212,-90.5612097,122,2017-10-0914:14:24
14.621866,-90.5600727,103,2017-10-0914:14:25
14.620039,-90.5591287,101,2017-10-0914:14:26
14.617329 ,-90.5577767,123,2017-10-0914:14:27
14.599791,-90.5603007,141,2017-10-0914:14:28
14.600165,-90.5613953,280,2017-10-0914:14:29
14.600617,-90.5621353,88,2017-10-0914:14:30
14.60123,-90.5626773,119,2017-10-0914:14:31
14.602154,-90.5626453,129,2017-10-0914:14:32
14.602154,-90.5626453,138,2017-10-0914:14:33
14.603306,-90.5619693,137,2017-10-0914:14:34
14.6051149,-90.5603469,136,2017-10-0914:14:35
14.604715,-90.5609583,140,2017-10-0914:14:36
14.605338,-90.5605023,118,2017-10-0914:14:37
14.606263,-90.5599273,112,2017-10-0914:14:38
14.607182,-90.5591653,84,2017-10-0914:14:39
14.608106,-90.5585483,60,2017-10-0914:14:40
14.608615, -90.5581243,114,2017-10-0914:14:41
14.609274,-90.5577433,144,2017-10-0914:14:42
14.6117038 ,-90.5554317,72,2017-10-0914:14:43
14.611086,-90.5565153,117,2017-10-0914:14:44
14.611719,-90.5560973,113,2017-10-0914:14:45
14.611719,-90.5560973,111,2017-10-0914:14:46
14.612887,-90.5555983,123,2017-10-0914:14:47
14.613681 ,-90.5553033,82,2017-10-0914:14:48
14.614631,-90.5552983,388,2017-10-0914:14:49
14.618472,-90.5579157,79,2017-10-0914:14:50
14.619437,-90.5585167,114,2017-10-0914:14:51
14.620683,-90.5592247,74,2017-10-0914:14:52
14.62141,-90.5596217,102,2017-10-0914:14:53
14.62276 ,-90.5600397,75,2017-10-0914:14:54
14.623372,-90.5605227,76,2017-10-0914:14:55
14.623756,-90.5604157,146,2017-10-0914:14:56
14.623559,-90.5608987,85,2017-10-0914:14:57
14.623403,-90.5611777,129,2017-10-0914:14:58
14.622832,-90.5621437,140,2017-10-0914:14:59
14.622375,-90.5621757,52,2017-10-0914:15:00
14.621534,-90.5616817,135,2017-10-0914:15:01
14.621212,-90.5612097,55,2017-10-0914:15:02
14.621866,-90.5600727,59,2017-10-0914:15:03
14.620039,-90.5591287,148,2017-10-0914:15:04
14.617329 ,-90.5577767,85,2017-10-0914:15:05
14.599791,-90.5603007,91,2017-10-0914:15:06
14.600165,-90.5613953,124,2017-10-0914:15:07
14.600617,-90.5621353,130,2017-10-0914:15:08
14.60123,-90.5626773,229,2017-10-0914:15:09
14.602154,-90.5626453,56,2017-10-0914:15:10
14.602154,-90.5626453,102,2017-10-0914:15:11
14.603306,-90.5619693,52,2017-10-0914:15:12
14.6051149,-90.5603469,80,2017-10-0914:15:13
14.604715,-90.5609583,101,2017-10-0914:15:14
14.605338,-90.5605023,117,2017-10-0914:15:15
14.606263,-90.5599273,110,2017-10-0914:15:16
14.607182,-90.5591653,141,2017-10-0914:15:17
14.608106,-90.5585483,111,2017-10-0914:15:18
14.608615, -90.5581243,50,2017-10-0914:15:19
14.609274,-90.5577433,91,2017-10-0914:15:20
14.6117038 ,-90.5554317,61,2017-10-0914:15:21
14.611086,-90.5565153,132,2017-10-0914:15:22
14.611719,-90.5560973,75,2017-10-0914:15:23
14.611719,-90.5560973,55,2017-10-0914:15:24
14.612887,-90.5555983,53,2017-10-0914:15:25
14.613681 ,-90.5553033,123,2017-10-0914:15:26
14.614631,-90.5552983,137,2017-10-0914:15:27
14.618472,-90.5579157,97,2017-10-0914:15:28
14.619437,-90.5585167,378,2017-10-0914:15:29
14.620683,-90.5592247,115,2017-10-0914:15:30
14.62141,-90.5596217,83,2017-10-0914:15:31
14.62276 ,-90.5600397,138,2017-10-0914:15:32
14.623372,-90.5605227,115,2017-10-0914:15:33
14.623756,-90.5604157,76,2017-10-0914:15:34
14.623559,-90.5608987,138,2017-10-0914:15:35
14.623403,-90.5611777,82,2017-10-0914:15:36
14.622832,-90.5621437,126,2017-10-0914:15:37
14.622375,-90.5621757,128,2017-10-0914:15:38
14.621534,-90.5616817,139,2017-10-0914:15:39
14.621212,-90.5612097,134,2017-10-0914:15:40
14.621866,-90.5600727,131,2017-10-0914:15:41
14.620039,-90.5591287,53,2017-10-0914:15:42
14.617329 ,-90.5577767,79,2017-10-0914:15:43
14.599791,-90.5603007,133,2017-10-0914:15:44
14.600165,-90.5613953,127,2017-10-0914:15:45
14.600617,-90.5621353,78,2017-10-0914:15:46
14.60123,-90.5626773,115,2017-10-0914:15:47
14.602154,-90.5626453,99,2017-10-0914:15:48
14.602154,-90.5626453,348,2017-10-0914:15:49
14.603306,-90.5619693,82,2017-10-0914:15:50
14.6051149,-90.5603469,78,2017-10-0914:15:51
14.604715,-90.5609583,61,2017-10-0914:15:52
14.605338,-90.5605023,150,2017-10-0914:15:53
14.606263,-90.5599273,145,2017-10-0914:15:54
14.607182,-90.5591653,99,2017-10-0914:15:55
14.608106,-90.5585483,99,2017-10-0914:15:56
14.608615, -90.5581243,118,2017-10-0914:15:57
14.609274,-90.5577433,86,2017-10-0914:15:58
14.6117038 ,-90.5554317,91,2017-10-0914:15:59
14.611086,-90.5565153,134,2017-10-0914:16:00
14.611719,-90.5560973,63,2017-10-0914:16:01
14.611719,-90.5560973,134,2017-10-0914:16:02
14.612887,-90.5555983,148,2017-10-0914:16:03
14.613681 ,-90.5553033,83,2017-10-0914:16:04
14.614631,-90.5552983,69,2017-10-0914:16:05
14.618472,-90.5579157,103,2017-10-0914:16:06
14.619437,-90.5585167,105,2017-10-0914:16:07
14.620683,-90.5592247,121,2017-10-0914:16:08
14.62141,-90.5596217,253,2017-10-0914:16:09
14.62276 ,-90.5600397,94,2017-10-0914:16:10
14.623372,-90.5605227,82,2017-10-0914:16:11
14.623756,-90.5604157,126,2017-10-0914:16:12
14.623559,-90.5608987,88,2017-10-0914:16:13
14.623403,-90.5611777,92,2017-10-0914:16:14
14.622832,-90.5621437,108,2017-10-0914:16:15
14.622375,-90.5621757,150,2017-10-0914:16:16
14.621534,-90.5616817,128,2017-10-0914:16:17
14.621212,-90.5612097,85,2017-10-0914:16:18
14.621866,-90.5600727,92,2017-10-0914:16:19
14.620039,-90.5591287,116,2017-10-0914:16:20
14.617329 ,-90.5577767,150,2017-10-0914:16:21
14.599791,-90.5603007,113,2017-10-0914:16:22
14.600165,-90.5613953,68,2017-10-0914:16:23
14.600617,-90.5621353,126,2017-10-0914:16:24
14.60123,-90.5626773,100,2017-10-0914:16:25
14.602154,-90.5626453,92,2017-10-0914:16:26
14.602154,-90.5626453,54,2017-10-0914:16:27
14.603306,-90.5619693,113,2017-10-0914:16:28
14.6051149,-90.5603469,212,2017-10-0914:16:29
14.604715,-90.5609583,84,2017-10-0914:16:30
14.605338,-90.5605023,92,2017-10-0914:16:31
14.606263,-90.5599273,119,2017-10-0914:16:32
14.607182,-90.5591653,137,2017-10-0914:16:33
14.608106,-90.5585483,128,2017-10-0914:16:34
14.608615, -90.5581243,73,2017-10-0914:16:35
14.609274,-90.5577433,134,2017-10-0914:16:36
14.6117038 ,-90.5554317,55,2017-10-0914:16:37
14.611086,-90.5565153,86,2017-10-0914:16:38
14.611719,-90.5560973,102,2017-10-0914:16:39
14.611719,-90.5560973,140,2017-10-0914:16:40
14.612887,-90.5555983,128,2017-10-0914:16:41
14.613681 ,-90.5553033,52,2017-10-0914:16:42
14.614631,-90.5552983,137,2017-10-0914:16:43
14.618472,-90.5579157,147,2017-10-0914:16:44
14.619437,-90.5585167,65,2017-10-0914:16:45
14.620683,-90.5592247,111,2017-10-0914:16:46
14.62141,-90.5596217,65,2017-10-0914:16:47
14.62276 ,-90.5600397,150,2017-10-0914:16:48
14.623372,-90.5605227,205,2017-10-0914:16:49
14.623756,-90.5604157,144,2017-10-0914:16:50
14.623559,-90.5608987,102,2017-10-0914:16:51
14.623403,-90.5611777,136,2017-10-0914:16:52
14.622832,-90.5621437,140,2017-10-0914:16:53
14.622375,-90.5621757,140,2017-10-0914:16:54
14.621534,-90.5616817,69,2017-10-0914:16:55
14.621212,-90.5612097,121,2017-10-0914:16:56
14.621866,-90.5600727,96,2017-10-0914:16:57
14.620039,-90.5591287,108,2017-10-0914:16:58
14.617329 ,-90.5577767,143,2017-10-0914:16:59
14.599791,-90.5603007,58,2017-10-0914:17:00
14.600165,-90.5613953,108,2017-10-0914:17:01
14.600617,-90.5621353,144,2017-10-0914:17:02
14.60123,-90.5626773,134,2017-10-0914:17:03
14.602154,-90.5626453,246,2017-10-0914:17:04
14.602154,-90.5626453,269,2017-10-0914:17:05
14.603306,-90.5619693,200,2017-10-0914:17:06
14.6051149,-90.5603469,236,2017-10-0914:17:07
14.604715,-90.5609583,332,2017-10-0914:17:08
14.605338,-90.5605023,249,2017-10-0914:17:09
14.606263,-90.5599273,238,2017-10-0914:17:10
14.607182,-90.5591653,283,2017-10-0914:17:11
14.608106,-90.5585483,292,2017-10-0914:17:12
14.608615, -90.5581243,299,2017-10-0914:17:13
14.609274,-90.5577433,301,2017-10-0914:17:14
14.6117038 ,-90.5554317,344,2017-10-0914:17:15
14.611086,-90.5565153,221,2017-10-0914:17:16
14.611719,-90.5560973,233,2017-10-0914:17:17
14.611719,-90.5560973,223,2017-10-0914:17:18
14.612887,-90.5555983,289,2017-10-0914:17:19
14.613681 ,-90.5553033,298,2017-10-0914:17:20
14.614631,-90.5552983,249,2017-10-0914:17:21
14.618472,-90.5579157,269,2017-10-0914:17:22
14.619437,-90.5585167,262,2017-10-0914:17:23
14.620683,-90.5592247,316,2017-10-0914:17:24
14.62141,-90.5596217,293,2017-10-0914:17:25
14.62276 ,-90.5600397,214,2017-10-0914:17:26
14.623372,-90.5605227,265,2017-10-0914:17:27
14.623756,-90.5604157,210,2017-10-0914:17:28
14.623559,-90.5608987,279,2017-10-0914:17:29
14.623403,-90.5611777,346,2017-10-0914:17:30
14.622832,-90.5621437,286,2017-10-0914:17:31
14.622375,-90.5621757,233,2017-10-0914:17:32
14.621534,-90.5616817,285,2017-10-0914:17:33
14.621212,-90.5612097,336,2017-10-0914:17:34
14.621866,-90.5600727,210,2017-10-0914:17:35
14.620039,-90.5591287,329,2017-10-0914:17:36
14.617329 ,-90.5577767,248,2017-10-0914:17:37
14.599791,-90.5603007,271,2017-10-0914:17:38
14.600165,-90.5613953,260,2017-10-0914:17:39
14.600617,-90.5621353,299,2017-10-0914:17:40
14.60123,-90.5626773,303,2017-10-0914:17:41
14.602154,-90.5626453,298,2017-10-0914:17:42
14.602154,-90.5626453,218,2017-10-0914:17:43
14.603306,-90.5619693,271,2017-10-0914:17:44
14.6051149,-90.5603469,267,2017-10-0914:17:45
14.604715,-90.5609583,258,2017-10-0914:17:46
14.605338,-90.5605023,230,2017-10-0914:17:47
14.606263,-90.5599273,249,2017-10-0914:17:48
14.607182,-90.5591653,309,2017-10-0914:17:49
14.608106,-90.5585483,297,2017-10-0914:17:50
14.608615, -90.5581243,252,2017-10-0914:17:51
14.609274,-90.5577433,349,2017-10-0914:17:52
14.6117038 ,-90.5554317,200,2017-10-0914:17:53
14.611086,-90.5565153,214,2017-10-0914:17:54
14.611719,-90.5560973,308,2017-10-0914:17:55
14.611719,-90.5560973,217,2017-10-0914:17:56
14.612887,-90.5555983,251,2017-10-0914:17:57
14.613681 ,-90.5553033,291,2017-10-0914:17:58
14.614631,-90.5552983,290,2017-10-0914:17:59
14.618472,-90.5579157,251,2017-10-0914:18:00
14.619437,-90.5585167,333,2017-10-0914:18:01
14.620683,-90.5592247,347,2017-10-0914:18:02
14.62141,-90.5596217,218,2017-10-0914:18:03
14.62276 ,-90.5600397,294,2017-10-0914:18:04
14.623372,-90.5605227,268,2017-10-0914:18:05
14.623756,-90.5604157,273,2017-10-0914:18:06
14.623559,-90.5608987,311,2017-10-0914:18:07
14.623403,-90.5611777,330,2017-10-0914:18:08
14.622832,-90.5621437,238,2017-10-0914:18:09
14.622375,-90.5621757,307,2017-10-0914:18:10
14.621534,-90.5616817,334,2017-10-0914:18:11
14.621212,-90.5612097,317,2017-10-0914:18:12
14.621866,-90.5600727,211,2017-10-0914:18:13
14.620039,-90.5591287,232,2017-10-0914:18:14
14.617329 ,-90.5577767,266,2017-10-0914:18:15
14.599791,-90.5603007,268,2017-10-0914:18:16
14.600165,-90.5613953,257,2017-10-0914:18:17
14.600617,-90.5621353,283,2017-10-0914:18:18
14.60123,-90.5626773,209,2017-10-0914:18:19
14.602154,-90.5626453,242,2017-10-0914:18:20
14.602154,-90.5626453,320,2017-10-0914:18:21
14.603306,-90.5619693,210,2017-10-0914:18:22
14.6051149,-90.5603469,254,2017-10-0914:18:23
14.604715,-90.5609583,336,2017-10-0914:18:24
14.605338,-90.5605023,337,2017-10-0914:18:25
14.606263,-90.5599273,317,2017-10-0914:18:26
14.607182,-90.5591653,149,2017-10-0914:18:27
14.608106,-90.5585483,142,2017-10-0914:18:28
14.608615, -90.5581243,247,2017-10-0914:18:29
14.609274,-90.5577433,302,2017-10-0914:18:30
14.6117038 ,-90.5554317,181,2017-10-0914:18:31
14.611086,-90.5565153,108,2017-10-0914:18:32
14.611719,-90.5560973,328,2017-10-0914:18:33
14.611719,-90.5560973,173,2017-10-0914:18:34
14.612887,-90.5555983,303,2017-10-0914:18:35
14.613681 ,-90.5553033,170,2017-10-0914:18:36
14.614631,-90.5552983,129,2017-10-0914:18:37
14.618472,-90.5579157,156,2017-10-0914:18:38
14.619437,-90.5585167,267,2017-10-0914:18:39
14.620683,-90.5592247,97,2017-10-0914:18:40
14.62141,-90.5596217,385,2017-10-0914:18:41
14.62276 ,-90.5600397,151,2017-10-0914:18:42
14.623372,-90.5605227,141,2017-10-0914:18:43
14.623756,-90.5604157,260,2017-10-0914:18:44
14.623559,-90.5608987,125,2017-10-0914:18:45
14.623403,-90.5611777,99,2017-10-0914:18:46
14.622832,-90.5621437,356,2017-10-0914:18:47
14.622375,-90.5621757,99,2017-10-0914:18:48
14.621534,-90.5616817,358,2017-10-0914:18:49
14.621212,-90.5612097,127,2017-10-0914:18:50
14.621866,-90.5600727,195,2017-10-0914:18:51
14.620039,-90.5591287,387,2017-10-0914:18:52
14.617329 ,-90.5577767,269,2017-10-0914:18:53
14.599791,-90.5603007,290,2017-10-0914:18:54
14.600165,-90.5613953,300,2017-10-0914:18:55
14.600617,-90.5621353,130,2017-10-0914:18:56
14.60123,-90.5626773,150,2017-10-0914:18:57
14.602154,-90.5626453,289,2017-10-0914:18:58
14.602154,-90.5626453,202,2017-10-0914:18:59
14.603306,-90.5619693,157,2017-10-0914:19:00
14.6051149,-90.5603469,380,2017-10-0914:19:01
14.604715,-90.5609583,268,2017-10-0914:19:02
14.605338,-90.5605023,107,2017-10-0914:19:03
14.606263,-90.5599273,376,2017-10-0914:19:04
14.607182,-90.5591653,240,2017-10-0914:19:05
14.608106,-90.5585483,101,2017-10-0914:19:06
14.608615, -90.5581243,330,2017-10-0914:19:07
14.609274,-90.5577433,177,2017-10-0914:19:08
14.6117038 ,-90.5554317,271,2017-10-0914:19:09
14.611086,-90.5565153,111,2017-10-0914:19:10
14.611719,-90.5560973,303,2017-10-0914:19:11
14.611719,-90.5560973,104,2017-10-0914:19:12
14.612887,-90.5555983,324,2017-10-0914:19:13
14.613681 ,-90.5553033,236,2017-10-0914:19:14
14.614631,-90.5552983,122,2017-10-0914:19:15
14.618472,-90.5579157,333,2017-10-0914:19:16
14.619437,-90.5585167,301,2017-10-0914:19:17
14.620683,-90.5592247,209,2017-10-0914:19:18
14.62141,-90.5596217,360,2017-10-0914:19:19
14.62276 ,-90.5600397,247,2017-10-0914:19:20
14.623372,-90.5605227,323,2017-10-0914:19:21
14.623756,-90.5604157,246,2017-10-0914:19:22
14.623559,-90.5608987,158,2017-10-0914:19:23
14.623403,-90.5611777,326,2017-10-0914:19:24
14.622832,-90.5621437,191,2017-10-0914:19:25
14.622375,-90.5621757,215,2017-10-0914:19:26
14.621534,-90.5616817,335,2017-10-0914:19:27
14.621212,-90.5612097,197,2017-10-0914:19:28
14.621866,-90.5600727,190,2017-10-0914:19:29
14.620039,-90.5591287,330,2017-10-0914:19:30
14.617329 ,-90.5577767,90,2017-10-0914:19:31
14.599791,-90.5603007,260,2017-10-0914:19:32
14.600165,-90.5613953,135,2017-10-0914:19:33
14.600617,-90.5621353,100,2017-10-0914:19:34
14.60123,-90.5626773,252,2017-10-0914:19:35
14.602154,-90.5626453,287,2017-10-0914:19:36
14.602154,-90.5626453,132,2017-10-0914:19:37
14.603306,-90.5619693,234,2017-10-0914:19:38
14.6051149,-90.5603469,226,2017-10-0914:19:39
14.604715,-90.5609583,378,2017-10-0914:19:40
14.605338,-90.5605023,328,2017-10-0914:19:41
14.606263,-90.5599273,291,2017-10-0914:19:42
14.607182,-90.5591653,351,2017-10-0914:19:43
14.608106,-90.5585483,399,2017-10-0914:19:44
14.608615, -90.5581243,133,2017-10-0914:19:45
14.609274,-90.5577433,240,2017-10-0914:19:46
14.6117038 ,-90.5554317,308,2017-10-0914:19:47
14.611086,-90.5565153,262,2017-10-0914:19:48
14.611719,-90.5560973,153,2017-10-0914:19:49
14.611719,-90.5560973,138,2017-10-0914:19:50
14.612887,-90.5555983,110,2017-10-0914:19:51
14.613681 ,-90.5553033,284,2017-10-0914:19:52
14.614631,-90.5552983,193,2017-10-0914:19:53
14.618472,-90.5579157,222,2017-10-0914:19:54
14.619437,-90.5585167,151,2017-10-0914:19:55
14.620683,-90.5592247,103,2017-10-0914:19:56
14.62141,-90.5596217,153,2017-10-0914:19:57
14.62276 ,-90.5600397,315,2017-10-0914:19:58
14.623372,-90.5605227,391,2017-10-0914:19:59
14.623756,-90.5604157,380,2017-10-0914:20:00
14.623559,-90.5608987,349,2017-10-0914:20:01
14.623403,-90.5611777,189,2017-10-0914:20:02
14.622832,-90.5621437,126,2017-10-0914:20:03
14.622375,-90.5621757,218,2017-10-0914:20:04
14.621534,-90.5616817,119,2017-10-0914:20:05
14.621212,-90.5612097,165,2017-10-0914:20:06
14.621866,-90.5600727,393,2017-10-0914:20:07
14.620039,-90.5591287,219,2017-10-0914:20:08
14.617329 ,-90.5577767,338,2017-10-0914:20:09
14.599791,-90.5603007,345,2017-10-0914:20:10
14.600165,-90.5613953,208,2017-10-0914:20:11
14.600617,-90.5621353,389,2017-10-0914:20:12
14.60123,-90.5626773,113,2017-10-0914:20:13
14.602154,-90.5626453,145,2017-10-0914:20:14
14.602154,-90.5626453,159,2017-10-0914:20:15
14.603306,-90.5619693,100,2017-10-0914:20:16
14.6051149,-90.5603469,348,2017-10-0914:20:17
14.604715,-90.5609583,236,2017-10-0914:20:18
14.605338,-90.5605023,230,2017-10-0914:20:19
14.606263,-90.5599273,135,2017-10-0914:20:20
14.607182,-90.5591653,394,2017-10-0914:20:21
14.608106,-90.5585483,254,2017-10-0914:20:22
14.608615, -90.5581243,370,2017-10-0914:20:23
14.609274,-90.5577433,334,2017-10-0914:20:24
14.6117038 ,-90.5554317,217,2017-10-0914:20:25
14.611086,-90.5565153,380,2017-10-0914:20:26
14.611719,-90.5560973,281,2017-10-0914:20:27
14.611719,-90.5560973,362,2017-10-0914:20:28
14.612887,-90.5555983,138,2017-10-0914:20:29
14.613681 ,-90.5553033,347,2017-10-0914:20:30
14.614631,-90.5552983,375,2017-10-0914:20:31
14.618472,-90.5579157,322,2017-10-0914:20:32
14.619437,-90.5585167,123,2017-10-0914:20:33
14.620683,-90.5592247,372,2017-10-0914:20:34
14.62141,-90.5596217,129,2017-10-0914:20:35
14.62276 ,-90.5600397,320,2017-10-0914:20:36
14.623372,-90.5605227,91,2017-10-0914:20:37
14.623756,-90.5604157,166,2017-10-0914:20:38
14.623559,-90.5608987,204,2017-10-0914:20:39
14.623403,-90.5611777,177,2017-10-0914:20:40
14.622832,-90.5621437,281,2017-10-0914:20:41
14.622375,-90.5621757,194,2017-10-0914:20:42
14.621534,-90.5616817,111,2017-10-0914:20:43
14.621212,-90.5612097,96,2017-10-0914:20:44
14.621866,-90.5600727,202,2017-10-0914:20:45
14.620039,-90.5591287,277,2017-10-0914:20:46
